invariantSpecification,description,generatedAtTime,identifier,invalidatedAtTime,title,definedIn_identifier,models_identifier,dataInsertedBy_identifier,wasAttributedTo_identifier,wasDerivedFrom_identifier,wasGeneratedBy_identifier,wasImpactedBy_identifier,wasRevisionOf_identifier
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_150,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_151,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_152,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_153,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_154,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_155,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_156,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_157,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_158,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_159,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_160,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_161,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_162,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_163,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_164,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_165,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_166,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_167,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_168,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_169,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_170,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_171,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_172,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_173,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_174,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_175,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_176,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_177,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_178,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_179,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_180,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_181,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_182,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_183,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_184,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_185,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_186,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_187,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_188,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_189,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_190,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_191,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_192,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_193,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_194,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_195,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_196,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_197,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_198,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_199,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_200,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_201,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_202,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_203,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_204,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_205,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_206,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_207,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_208,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_209,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_210,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_211,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_212,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_213,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_214,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_215,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_216,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_217,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_218,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_219,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_220,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_221,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_222,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_223,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_224,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_225,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_226,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_227,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_228,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_229,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_230,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_231,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_232,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_233,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_234,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_235,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_236,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_237,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_238,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_239,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_240,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_241,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_242,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_243,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_244,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_245,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_246,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_247,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_248,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_249,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_250,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_251,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_252,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_253,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_254,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_255,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_256,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_257,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_258,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_259,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_260,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_261,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_262,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_263,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_264,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_265,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_266,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_267,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_268,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_269,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_270,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_271,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_272,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_273,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_274,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_275,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_276,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_277,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_278,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_279,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_280,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_281,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_282,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_283,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_284,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_285,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_286,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_287,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_288,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_289,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_290,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_291,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_292,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_293,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_294,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_295,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_296,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_297,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_298,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_299,,Like program invariant specification,,,,,,,,
